duration,protocol_type,service,src_bytes,dst_bytes,count,srv_count,same_srv_rate,label,attack_type
2597,udp,other,147,105,1,1,1.0,0,normal
0,tcp,private,0,0,177,18,0.1,1,dos
0,tcp,csnet_ns,0,0,205,8,0.04,1,dos
0,tcp,http,221,2039,11,12,1.0,0,normal
0,tcp,http,409,9872,3,3,1.0,0,normal
0,tcp,http,314,369,3,3,1.0,0,normal
10,tcp,smtp,1330,282,1,1,1.0,0,normal
0,tcp,telnet,0,0,66,15,0.23,1,dos
0,tcp,private,0,0,155,19,0.12,1,dos
0,tcp,http,348,1114,4,4,1.0,0,normal
0,tcp,private,0,0,277,4,0.01,1,dos
0,tcp,http,306,370,10,10,1.0,0,normal
0,tcp,vmnet,0,0,269,15,0.06,1,dos
1,tcp,smtp,677,335,1,1,1.0,0,normal
0,udp,domain_u,46,119,276,277,1.0,0,normal
4335,udp,other,147,105,1,1,1.0,0,normal
0,tcp,http,0,0,8,6,0.75,1,dos
0,icmp,ecr_i,520,0,461,461,1.0,1,dos
0,udp,domain_u,33,93,1,2,1.0,0,normal
0,tcp,ftp_data,10272,0,12,12,1.0,0,normal
0,tcp,http,303,1713,6,6,1.0,0,normal
0,tcp,private,0,0,173,4,0.02,1,dos
0,tcp,vmnet,0,0,282,14,0.05,1,dos
0,tcp,http,243,1493,3,3,1.0,0,normal
27,udp,domain_u,44,44,2,8,0.5,0,normal
0,tcp,private,0,0,138,10,0.07,1,dos
0,udp,private,105,147,8,2,0.25,0,normal
0,tcp,ctf,0,0,172,5,0.03,1,dos
0,tcp,systat,0,0,119,13,0.11,1,dos
0,tcp,http,302,258,3,3,1.0,0,normal
0,icmp,eco_i,8,0,1,46,1.0,1,probe
0,tcp,kshell,0,0,96,9,0.09,1,dos
0,tcp,smtp,1272,384,1,1,1.0,0,normal
0,tcp,http,317,5133,6,6,1.0,0,normal
21,tcp,smtp,1366,365,1,2,1.0,0,normal
17,udp,domain_u,42,42,6,18,1.0,0,normal
0,tcp,http,216,526,28,30,1.0,0,normal
0,tcp,telnet,0,0,17,4,0.24,1,dos
0,tcp,private,0,0,104,8,0.08,1,dos
0,tcp,uucp_path,0,0,220,11,0.05,1,dos
0,tcp,http,306,3751,3,3,1.0,0,normal
0,tcp,http,322,351,4,4,1.0,0,normal
0,tcp,ssh,0,0,149,20,0.13,1,dos
0,udp,private,28,0,74,74,1.0,1,dos
0,tcp,private,0,0,114,19,0.17,1,dos
0,tcp,discard,0,0,238,2,0.01,1,dos
0,tcp,private,0,0,161,19,0.12,1,dos
0,tcp,http,253,7333,17,17,1.0,0,normal
0,tcp,private,0,0,189,24,0.13,1,dos
0,tcp,ftp_data,334,0,1,1,1.0,1,r2l
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,link,0,0,284,19,0.07,1,dos
0,tcp,sunrpc,0,0,198,16,0.08,1,dos
0,tcp,smtp,1995,383,1,1,1.0,0,normal
0,tcp,http,262,4816,8,8,1.0,0,normal
0,udp,domain_u,44,132,241,317,1.0,0,normal
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,http,334,1498,33,33,1.0,0,normal
0,tcp,private,0,0,117,22,0.19,1,dos
0,tcp,ftp_data,0,0,79,19,0.24,1,dos
0,tcp,http,372,238,1,5,1.0,0,normal
0,tcp,private,0,0,250,16,0.06,1,dos
0,tcp,klogin,0,0,118,1,0.01,1,dos
0,tcp,courier,0,0,105,5,0.05,1,dos
0,tcp,http,202,1860,20,29,1.0,0,normal
0,tcp,smtp,2078,332,1,2,1.0,0,normal
0,icmp,ecr_i,1032,0,509,509,1.0,1,dos
0,tcp,http,0,0,53,16,0.3,1,dos
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,http,0,0,3,3,1.0,1,dos
0,tcp,http,54540,8314,5,5,1.0,1,dos
1,tcp,smtp,1334,365,1,2,1.0,0,normal
0,tcp,ftp_data,12165,0,8,8,1.0,0,normal
0,tcp,telnet,0,0,70,15,0.21,1,dos
17202,tcp,other,1,0,2,2,1.0,1,probe
0,icmp,eco_i,8,0,1,30,1.0,1,probe
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,uucp,0,0,102,1,0.01,1,dos
0,tcp,http,224,2172,56,63,1.0,0,normal
0,tcp,http,232,5166,7,7,1.0,0,normal
0,udp,domain_u,45,75,318,317,1.0,0,normal
0,tcp,http,0,0,2,2,1.0,0,normal
0,tcp,http,180,16409,4,4,1.0,0,normal
0,tcp,private,0,0,129,20,0.16,1,dos
0,tcp,private,0,0,283,16,0.06,1,dos
0,tcp,http,305,2019,29,29,1.0,0,normal
0,tcp,http,200,301,29,29,1.0,0,normal
0,tcp,http,231,1589,5,5,1.0,0,normal
0,icmp,ecr_i,1032,0,510,510,1.0,1,dos
0,tcp,private,0,0,115,14,0.12,1,dos
0,tcp,name,0,0,246,7,0.03,1,dos
0,tcp,http,212,718,7,8,1.0,0,normal
0,icmp,eco_i,8,0,1,37,1.0,1,probe
0,tcp,imap4,0,0,203,13,0.06,1,dos
0,tcp,smtp,675,366,1,1,1.0,0,normal
11481,udp,other,146,105,1,1,1.0,0,normal
0,tcp,private,0,0,103,2,0.02,1,dos
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,http,315,1705,26,35,1.0,0,normal
0,udp,domain_u,43,71,154,156,1.0,0,normal
0,tcp,uucp,0,0,116,3,0.03,1,dos
0,tcp,other,0,0,511,1,0.0,1,probe
0,tcp,name,0,0,251,1,0.0,1,dos
0,tcp,http,0,0,11,11,1.0,0,normal
0,tcp,http,333,580,9,9,1.0,0,normal
0,tcp,gopher,0,0,230,5,0.02,1,dos
0,tcp,http,225,1675,1,2,1.0,0,normal
0,tcp,private,0,0,22,11,0.5,1,dos
0,tcp,http,271,15947,1,1,1.0,0,normal
0,tcp,domain,0,0,264,12,0.05,1,dos
17,tcp,telnet,372,258229,1,1,1.0,0,normal
0,tcp,bgp,0,0,270,13,0.05,1,dos
0,tcp,private,0,0,108,15,0.14,1,dos
0,udp,domain_u,44,44,14,229,1.0,0,normal
29,tcp,ftp,1205,3373,1,1,1.0,0,normal
0,tcp,finger,0,0,15,4,0.27,1,dos
0,icmp,eco_i,8,0,1,22,1.0,1,probe
104,tcp,http,284,148,3,3,1.0,0,normal
0,udp,domain_u,45,73,232,237,1.0,0,normal
0,tcp,http,274,3174,3,4,1.0,0,normal
0,tcp,private,0,0,148,18,0.12,1,dos
0,tcp,http,206,572,15,38,1.0,0,normal
0,tcp,http,251,1989,2,2,1.0,0,normal
0,tcp,csnet_ns,0,0,243,22,0.09,1,dos
0,tcp,Z39_50,0,0,286,14,0.05,1,dos
27,tcp,ftp,1524,4152,1,1,1.0,0,normal
0,tcp,ftp_data,854,0,3,3,1.0,0,normal
22,tcp,ftp,344,1072,1,1,1.0,0,normal
0,tcp,finger,0,0,51,13,0.25,1,dos
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,systat,0,0,270,5,0.02,1,dos
0,udp,domain_u,45,74,57,58,1.0,0,normal
0,tcp,http,236,734,21,21,1.0,0,normal
0,tcp,http,227,1517,5,5,1.0,0,normal
0,tcp,daytime,0,0,229,19,0.08,1,dos
0,tcp,private,0,0,237,12,0.05,1,dos
0,tcp,http,301,1349,33,34,1.0,0,normal
0,tcp,http,7420,7670,17,17,1.0,0,normal
0,tcp,ftp,0,0,286,3,0.01,1,dos
0,tcp,http,265,279,4,4,1.0,0,normal
0,tcp,netbios_ssn,0,0,286,7,0.02,1,dos
0,tcp,ctf,0,0,214,19,0.09,1,dos
0,tcp,private,0,0,128,5,0.04,1,dos
0,tcp,Z39_50,0,0,274,19,0.07,1,dos
0,tcp,http,311,4412,3,12,1.0,0,normal
0,udp,domain_u,46,81,257,258,1.0,0,normal
0,udp,domain_u,52,118,2,3,1.0,0,normal
0,tcp,http,232,3243,4,5,1.0,0,normal
0,tcp,ftp_data,9,0,2,2,1.0,0,normal
0,icmp,ecr_i,520,0,269,269,1.0,1,dos
0,tcp,http,224,1415,6,6,1.0,0,normal
0,tcp,http,220,2486,31,32,1.0,0,normal
0,tcp,http,367,619,9,10,1.0,0,normal
0,tcp,http,160,44023,12,12,1.0,0,normal
0,tcp,http,207,337,47,47,1.0,0,normal
0,tcp,kshell,0,0,130,23,0.18,1,dos
0,tcp,klogin,0,0,144,2,0.01,1,dos
0,tcp,ftp_data,740,0,2,2,1.0,0,normal
0,tcp,hostnames,0,0,210,6,0.03,1,dos
0,tcp,http,147,2632,1,1,1.0,0,normal
0,tcp,ftp_data,0,0,52,10,0.19,1,dos
0,tcp,ftp_data,7280,0,12,12,1.0,0,normal
0,tcp,kshell,0,0,150,20,0.13,1,dos
0,tcp,private,0,0,122,10,0.08,1,dos
0,tcp,auth,0,0,201,1,0.0,1,dos
0,tcp,other,0,0,511,1,0.0,1,probe
0,tcp,http,244,744,34,34,1.0,0,normal
0,udp,domain_u,44,44,122,204,1.0,0,normal
0,tcp,ftp_data,374,0,155,5,0.03,0,normal
0,tcp,other,0,0,417,1,0.0,1,probe
1864,udp,other,146,105,1,1,1.0,0,normal
0,udp,domain_u,46,75,276,276,1.0,0,normal
0,tcp,http,279,719,23,23,1.0,0,normal
0,tcp,http,224,1270,6,18,1.0,0,normal
0,tcp,http,324,1718,11,26,1.0,0,normal
0,tcp,telnet,0,0,232,16,0.07,1,dos
0,udp,domain_u,43,43,178,180,1.0,0,normal
0,udp,domain_u,43,43,171,171,1.0,0,normal
0,tcp,private,0,0,219,13,0.06,1,dos
0,tcp,http,289,1586,23,23,1.0,0,normal
9,tcp,ftp_data,0,5153460,3,3,1.0,1,r2l
0,tcp,private,0,0,115,11,0.1,1,dos
0,tcp,http,241,702,5,11,1.0,0,normal
0,icmp,eco_i,18,0,1,1,1.0,1,probe
0,tcp,http,281,839,9,14,1.0,0,normal
0,tcp,http,295,1397,6,14,1.0,0,normal
1,tcp,smtp,1693,329,1,2,1.0,0,normal
0,tcp,imap4,0,0,239,12,0.05,1,dos
0,tcp,Z39_50,0,0,193,13,0.07,1,dos
0,tcp,finger,0,0,285,22,0.08,1,dos
0,tcp,http,245,8546,5,6,1.0,0,normal
0,tcp,courier,0,0,110,10,0.09,1,dos
0,tcp,systat,0,0,222,12,0.05,1,dos
3,tcp,smtp,1231,329,1,1,1.0,0,normal
0,tcp,systat,0,0,233,18,0.08,1,dos
0,tcp,http,286,1410,13,13,1.0,0,normal
0,tcp,ftp_data,245,0,2,2,1.0,0,normal
0,tcp,nnsp,0,0,98,12,0.12,1,dos
0,tcp,http,236,1380,4,4,1.0,0,normal
0,tcp,http,233,2801,19,41,1.0,0,normal
0,tcp,http,318,370,10,11,1.0,0,normal
7,tcp,private,0,0,2,2,1.0,1,probe
0,tcp,http,306,1075,5,5,1.0,0,normal
0,tcp,http,328,7568,5,5,1.0,0,normal
0,tcp,http,307,191,16,16,1.0,0,normal
0,udp,domain_u,42,76,190,190,1.0,0,normal
0,udp,private,28,0,56,56,1.0,1,dos
0,tcp,ftp_data,29,0,2,2,1.0,0,normal
0,tcp,imap4,0,0,276,17,0.06,1,dos
0,udp,domain_u,45,74,151,151,1.0,0,normal
0,tcp,http,227,1395,22,23,1.0,0,normal
0,udp,domain_u,45,45,119,118,0.99,0,normal
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,private,0,0,149,1,0.01,1,probe
0,tcp,csnet_ns,0,0,274,23,0.08,1,dos
0,udp,domain_u,44,131,68,148,0.99,0,normal
0,tcp,smtp,2212,283,1,2,1.0,0,normal
0,tcp,http,206,4427,2,2,1.0,0,normal
0,tcp,supdup,0,0,23,1,0.04,1,dos
0,tcp,http,212,938,12,14,1.0,0,normal
0,tcp,ftp_data,3909,0,6,6,1.0,0,normal
0,udp,domain_u,46,46,136,136,1.0,0,normal
0,tcp,ftp_data,637,0,6,6,1.0,0,normal
0,udp,private,105,0,1,1,1.0,0,normal
0,tcp,http,188,7541,1,8,1.0,0,normal
0,tcp,http,302,707,21,21,1.0,0,normal
0,tcp,http_443,0,0,148,7,0.05,1,dos
0,tcp,http,347,12518,11,21,1.0,0,normal
0,tcp,kshell,0,0,28,1,0.04,1,dos
0,tcp,finger,8,138,1,1,1.0,0,normal
2,tcp,smtp,2516,324,1,2,1.0,0,normal
0,tcp,http,234,11751,11,11,1.0,0,normal
0,tcp,private,0,0,136,6,0.04,1,dos
0,udp,private,1,0,8,7,0.88,1,probe
0,icmp,ecr_i,1032,0,78,78,1.0,1,dos
0,tcp,link,0,0,203,11,0.05,1,dos
0,tcp,http,212,1668,2,6,1.0,0,normal
0,tcp,private,0,0,296,20,0.07,1,dos
0,tcp,ftp_data,0,0,249,13,0.05,1,dos
0,tcp,http,196,4124,10,11,1.0,0,normal
0,tcp,rje,0,0,274,8,0.03,1,dos
0,tcp,printer,0,0,105,4,0.04,1,dos
0,tcp,http,220,1158,12,19,1.0,0,normal
0,udp,domain_u,42,42,9,21,1.0,0,normal
0,tcp,http,0,0,1,1,1.0,0,normal
944,udp,other,146,105,1,1,1.0,0,normal
0,icmp,ecr_i,20,0,1,1,1.0,1,probe
0,tcp,private,0,0,201,1,0.0,1,probe
0,tcp,http,305,502,1,3,1.0,0,normal
0,tcp,smtp,2391,456,1,3,1.0,0,normal
0,tcp,http,322,1189,18,29,1.0,0,normal
0,icmp,ecr_i,520,0,111,111,1.0,1,dos
0,tcp,http,323,954,5,12,1.0,0,normal
0,tcp,private,0,0,243,23,0.09,1,dos
0,tcp,smtp,645,329,1,1,1.0,0,normal
0,tcp,http_443,0,0,136,20,0.15,1,dos
0,udp,domain_u,42,42,1,1,1.0,0,normal
0,tcp,http,214,1721,11,11,1.0,0,normal
0,udp,private,1,0,66,2,0.03,1,probe
0,tcp,netstat,0,0,243,7,0.03,1,dos
38531,tcp,private,1,0,2,2,1.0,1,probe
0,tcp,private,0,0,210,2,0.01,1,dos
0,udp,domain_u,45,81,182,182,1.0,0,normal
0,tcp,http,311,2593,7,7,1.0,0,normal
0,tcp,private,0,0,104,9,0.09,1,dos
0,tcp,http,305,12821,3,3,1.0,0,normal
0,tcp,http,0,0,9,8,0.78,1,dos
0,udp,domain_u,42,128,72,152,1.0,0,normal
0,icmp,ecr_i,1032,0,274,274,1.0,1,dos
0,tcp,private,0,0,200,7,0.04,1,dos
0,tcp,private,0,0,280,12,0.04,1,dos
0,tcp,ftp_data,12,0,1,1,1.0,0,normal
0,udp,domain_u,44,73,225,229,1.0,0,normal
0,tcp,nnsp,0,0,116,4,0.03,1,dos
0,tcp,http,0,0,15,15,1.0,0,normal
0,tcp,ftp_data,501760,0,1,1,1.0,0,normal
0,udp,private,105,105,7,1,0.14,0,normal
0,tcp,private,0,0,234,2,0.01,1,dos
0,tcp,Z39_50,0,0,259,9,0.03,1,dos
0,tcp,uucp_path,0,0,253,18,0.07,1,dos
0,tcp,private,0,0,149,7,0.05,1,dos
1,tcp,smtp,754,337,1,2,1.0,0,normal
0,tcp,ftp_data,12324,0,2,2,1.0,0,normal
0,tcp,netstat,0,0,53,8,0.15,1,dos
0,tcp,csnet_ns,0,0,143,4,0.03,1,dos
0,tcp,http,218,3097,20,20,1.0,0,normal
0,tcp,private,0,0,36,1,0.03,1,probe
0,tcp,http,229,770,10,14,1.0,0,normal
0,tcp,smtp,1762,331,1,1,1.0,0,normal
41,tcp,http,363,519,5,12,1.0,0,normal
0,tcp,netbios_ssn,0,0,101,16,0.16,1,dos
0,tcp,http,145,13603,1,1,1.0,0,normal
0,udp,private,28,0,20,20,1.0,1,dos
0,tcp,private,0,0,151,20,0.13,1,dos
16923,udp,other,147,105,2,2,1.0,0,normal
0,tcp,http,324,1125,8,8,1.0,0,normal
0,udp,domain_u,44,130,128,208,0.99,0,normal
0,tcp,private,0,0,202,15,0.07,1,dos
0,tcp,auth,0,0,243,5,0.02,1,dos
0,tcp,private,0,0,122,6,0.05,1,dos
0,tcp,http,266,15697,1,1,1.0,0,normal
0,tcp,private,0,0,126,10,0.08,1,dos
0,tcp,uucp,0,0,125,10,0.08,1,dos
0,tcp,ftp_data,879,0,10,10,1.0,0,normal
0,tcp,http,224,1030,15,16,1.0,0,normal
0,tcp,ftp_data,554,0,2,2,1.0,0,normal
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,http,239,8040,14,17,1.0,0,normal
0,udp,private,1,0,47,1,0.02,1,probe
0,tcp,ftp_data,0,0,35,8,0.23,1,dos
0,tcp,http,225,3279,2,2,1.0,0,normal
0,tcp,name,0,0,203,17,0.08,1,dos
5,tcp,http,351,759161,1,1,1.0,0,normal
0,tcp,http,220,1772,2,2,1.0,0,normal
0,icmp,ecr_i,1032,0,309,309,1.0,1,dos
0,tcp,ftp_data,607,0,3,2,0.67,0,normal
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,http,224,284,12,13,1.0,0,normal
0,tcp,private,0,0,145,12,0.08,1,dos
0,tcp,supdup,0,0,118,10,0.08,1,dos
0,tcp,http,350,280,1,1,1.0,0,normal
0,tcp,ctf,0,0,215,20,0.09,1,dos
0,tcp,http,216,1722,8,8,1.0,0,normal
0,tcp,supdup,0,0,295,19,0.06,1,dos
0,tcp,http,230,2661,8,8,1.0,0,normal
0,tcp,courier,0,0,124,22,0.18,1,dos
0,tcp,telnet,725,114518,1,1,1.0,0,normal
0,tcp,http,210,305,11,11,1.0,0,normal
0,tcp,ftp_data,9198,0,3,3,1.0,0,normal
0,tcp,http,0,0,248,2,0.01,1,dos
0,tcp,http,236,1255,2,2,1.0,0,normal
0,icmp,ecr_i,1032,0,511,511,1.0,1,dos
0,tcp,finger,0,0,22,2,0.09,1,dos
0,udp,private,105,143,4,1,0.25,0,normal
0,tcp,http,299,1461,10,10,1.0,0,normal
0,icmp,eco_i,8,0,1,24,1.0,1,probe
0,udp,domain_u,46,77,60,60,1.0,0,normal
0,tcp,http,210,1922,5,5,1.0,0,normal
0,tcp,http,201,280,3,3,1.0,0,normal
0,udp,domain_u,45,133,19,39,1.0,0,normal
0,tcp,ftp_data,383,0,2,2,1.0,0,normal
0,tcp,ftp_data,245,0,1,2,1.0,0,normal
0,udp,domain_u,33,0,1,5,1.0,0,normal
0,icmp,eco_i,8,0,1,33,1.0,1,probe
0,tcp,http,328,275,9,9,1.0,0,normal
0,tcp,private,0,0,290,19,0.07,1,dos
0,tcp,http,327,686,21,21,1.0,0,normal
0,tcp,private,0,0,146,10,0.07,1,dos
0,tcp,http,200,434,29,32,1.0,0,normal
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,private,0,0,193,1,0.01,1,dos
0,tcp,http,280,5854,20,35,1.0,0,normal
0,icmp,ecr_i,1032,0,298,298,1.0,1,dos
0,icmp,eco_i,8,0,1,26,1.0,1,probe
0,udp,domain_u,43,125,51,201,1.0,0,normal
0,udp,domain_u,43,74,128,128,1.0,0,normal
0,tcp,smtp,830,329,1,1,1.0,0,normal
0,tcp,smtp,0,0,11,6,0.55,1,dos
0,tcp,http,304,2239,5,5,1.0,0,normal
0,tcp,finger,8,0,1,1,1.0,0,normal
0,tcp,http,210,2904,5,5,1.0,0,normal
0,tcp,http,331,591,11,46,1.0,0,normal
0,udp,domain_u,45,135,32,112,0.97,0,normal
0,tcp,other,0,0,495,1,0.0,1,probe
26,tcp,ftp,333,1072,1,1,1.0,0,normal
0,udp,domain_u,46,46,113,112,0.99,0,normal
0,tcp,private,0,0,1,1,1.0,1,probe
0,udp,domain_u,45,132,67,145,1.0,0,normal
0,tcp,exec,0,0,124,2,0.02,1,dos
0,tcp,private,0,0,112,2,0.02,1,dos
0,tcp,http,289,2400,24,26,1.0,0,normal
0,udp,domain_u,36,101,2,2,1.0,0,normal
0,udp,domain_u,44,129,80,159,1.0,0,normal
0,tcp,private,0,0,245,1,0.0,1,dos
0,tcp,http,190,1027,3,3,1.0,0,normal
0,tcp,other,0,0,511,1,0.0,1,probe
0,tcp,whois,0,0,262,19,0.07,1,dos
0,tcp,ldap,0,0,224,7,0.03,1,dos
0,tcp,imap4,0,0,263,15,0.06,1,dos
0,tcp,ftp_data,748,0,1,1,1.0,0,normal
0,tcp,finger,0,0,286,20,0.07,1,dos
0,tcp,discard,0,0,275,13,0.05,1,dos
0,tcp,http,321,527,16,16,1.0,0,normal
0,tcp,ftp,1230,2451,1,1,1.0,1,r2l
0,tcp,ftp,0,0,134,10,0.07,1,dos
0,tcp,ftp_data,4892,0,10,10,1.0,0,normal
0,tcp,http,222,278,1,1,1.0,0,normal
12,udp,private,105,147,2,2,1.0,0,normal
0,tcp,private,0,0,106,14,0.13,1,dos
0,tcp,private,0,0,104,4,0.04,1,dos
0,tcp,exec,0,0,79,20,0.25,1,dos
0,icmp,ecr_i,1032,0,511,511,1.0,1,dos
0,icmp,ecr_i,520,0,389,389,1.0,1,dos
0,udp,domain_u,45,137,281,280,1.0,0,normal
0,tcp,http,54540,8314,2,2,1.0,1,dos
1,tcp,smtp,1481,393,1,2,1.0,0,normal
0,tcp,private,0,0,196,20,0.1,1,dos
0,tcp,private,0,0,226,4,0.02,1,dos
0,tcp,ftp_data,491,0,2,2,1.0,0,normal
0,udp,domain_u,44,129,78,158,0.99,0,normal
0,tcp,smtp,0,0,201,1,0.0,1,dos
0,tcp,finger,0,0,9,4,0.44,1,dos
0,udp,private,105,0,1,1,1.0,0,normal
0,tcp,daytime,0,0,175,19,0.11,1,dos
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,netbios_ns,0,0,265,6,0.02,1,dos
0,udp,domain_u,43,158,64,144,1.0,0,normal
0,tcp,http,248,22780,12,12,1.0,0,normal
1,tcp,smtp,1700,338,1,3,1.0,0,normal
0,tcp,csnet_ns,0,0,233,2,0.01,1,dos
0,tcp,http,313,17,1,1,1.0,0,normal
0,tcp,http,314,1018,24,37,1.0,0,normal
0,tcp,private,0,0,180,4,0.02,1,dos
0,tcp,private,0,0,87,1,0.01,1,dos
0,tcp,http,337,398,1,4,1.0,0,normal
0,tcp,http,348,412,2,3,1.0,0,normal
0,tcp,private,0,0,214,8,0.04,1,dos
0,tcp,private,0,0,272,10,0.04,1,dos
0,tcp,http,336,276,3,3,1.0,0,normal
0,icmp,eco_i,8,0,1,46,1.0,1,probe
0,tcp,private,0,0,115,13,0.11,1,dos
0,tcp,nntp,0,0,241,1,0.0,1,dos
0,tcp,private,0,0,175,14,0.08,1,dos
0,tcp,smtp,976,326,1,2,1.0,0,normal
29,udp,domain_u,27,27,1,3,1.0,0,normal
0,tcp,link,0,0,264,19,0.07,1,dos
0,tcp,ctf,0,0,270,11,0.04,1,dos
0,tcp,http,294,855,4,4,1.0,0,normal
0,tcp,private,0,0,113,12,0.11,1,dos
0,tcp,private,0,0,96,1,0.01,1,probe
0,tcp,private,0,0,123,3,0.02,1,dos
0,tcp,telnet,0,0,71,19,0.27,1,dos
0,tcp,http,209,1959,3,3,1.0,0,normal
0,icmp,eco_i,18,0,1,1,1.0,1,probe
0,tcp,http,204,182,21,21,1.0,0,normal
0,tcp,private,0,0,173,11,0.06,1,dos
0,tcp,http,201,338,3,3,1.0,0,normal
0,tcp,http,223,5516,9,9,1.0,0,normal
0,tcp,Z39_50,0,0,224,12,0.05,1,dos
0,udp,private,28,0,63,63,1.0,1,dos
0,icmp,eco_i,8,0,1,17,1.0,1,probe
0,tcp,ftp_data,334,0,2,2,1.0,1,r2l
0,tcp,gopher,0,0,230,15,0.07,1,dos
0,tcp,kshell,0,0,119,16,0.13,1,dos
0,icmp,eco_i,8,0,1,17,1.0,1,probe
2620,udp,other,147,105,2,2,1.0,0,normal
0,tcp,netstat,0,0,201,20,0.1,1,dos
0,tcp,uucp,0,0,108,7,0.06,1,dos
0,udp,domain_u,43,127,9,54,1.0,0,normal
0,tcp,http,0,0,25,5,0.2,1,dos
0,tcp,finger,0,0,216,23,0.11,1,dos
0,tcp,http,336,580,21,21,1.0,0,normal
0,tcp,private,0,0,166,2,0.01,1,dos
0,tcp,http,292,2572,27,27,1.0,0,normal
3,tcp,private,0,0,241,1,0.0,1,probe
0,tcp,private,0,0,210,15,0.07,1,dos
7,tcp,smtp,1095,327,1,1,1.0,0,normal
0,tcp,gopher,0,0,1,1,1.0,1,probe
0,udp,private,1,0,40,5,0.12,1,probe
0,tcp,http,201,3428,7,13,1.0,0,normal
0,tcp,supdup,0,0,150,11,0.07,1,dos
0,tcp,http,242,6905,49,49,1.0,0,normal
0,tcp,private,0,0,244,14,0.06,1,dos
0,tcp,http_443,0,0,122,16,0.13,1,dos
3,tcp,IRC,77,18,2,2,1.0,0,normal
0,tcp,http,331,5376,8,9,1.0,0,normal
0,udp,other,113,0,26,25,0.96,0,normal
12853,tcp,other,1,0,2,2,1.0,1,probe
0,tcp,http,284,1043,21,21,1.0,0,normal
0,tcp,ftp_data,3775,0,19,19,1.0,0,normal
0,tcp,ftp_data,252,0,2,2,1.0,0,normal
0,tcp,smtp,644,365,1,1,1.0,0,normal
0,tcp,http,242,3189,10,10,1.0,0,normal
0,tcp,pop_2,0,0,216,12,0.06,1,dos
0,tcp,private,0,0,169,7,0.04,1,dos
0,tcp,http,220,2367,3,5,1.0,0,normal
0,tcp,csnet_ns,0,0,213,13,0.06,1,dos
0,tcp,ftp_data,12,0,1,1,1.0,0,normal
0,tcp,private,0,0,126,4,0.03,1,dos
0,tcp,private,0,0,234,14,0.06,1,dos
0,udp,private,1,0,12,5,0.42,1,probe
0,tcp,bgp,0,0,2,1,0.5,1,probe
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,http,339,3932,19,19,1.0,0,normal
2382,udp,other,146,105,2,2,1.0,0,normal
0,tcp,domain,0,0,95,5,0.05,1,dos
0,tcp,private,0,0,161,13,0.08,1,dos
0,udp,private,1,0,18,15,0.83,1,probe
0,tcp,http,215,1469,16,16,1.0,0,normal
0,udp,domain_u,46,129,82,162,1.0,0,normal
0,icmp,eco_i,8,0,1,35,1.0,1,probe
0,udp,domain_u,44,71,266,266,1.0,0,normal
0,udp,domain_u,45,79,156,156,1.0,0,normal
0,icmp,eco_i,30,0,1,1,1.0,0,normal
0,udp,private,28,0,71,71,1.0,1,dos
0,tcp,smtp,1006,364,1,2,1.0,0,normal
0,tcp,http,330,1294,15,15,1.0,0,normal
0,tcp,http,364,11811,1,7,1.0,0,normal
0,tcp,http,209,6992,9,9,1.0,0,normal
0,tcp,csnet_ns,0,0,232,9,0.04,1,dos
0,udp,private,28,0,8,8,1.0,1,dos
0,tcp,http,255,32120,1,1,1.0,0,normal
0,tcp,ftp_data,501760,0,2,2,1.0,0,normal
0,tcp,private,0,0,108,6,0.06,1,dos
0,tcp,private,0,0,42,14,0.33,1,dos
0,tcp,http,239,2698,2,9,1.0,0,normal
0,tcp,http,295,1263,5,5,1.0,0,normal
0,tcp,http,192,1516,2,3,1.0,0,normal
0,tcp,ctf,0,0,1,1,1.0,1,probe
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,private,0,0,88,1,0.01,1,dos
0,udp,domain_u,41,127,266,266,1.0,0,normal
0,icmp,eco_i,30,0,2,1,0.5,0,normal
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,private,0,0,118,20,0.17,1,dos
0,tcp,bgp,0,0,220,11,0.05,1,dos
0,tcp,http,207,934,11,15,1.0,0,normal
0,tcp,http,322,4233,3,3,1.0,0,normal
0,tcp,private,0,0,209,19,0.09,1,dos
0,tcp,http,290,864,6,19,1.0,0,normal
0,icmp,eco_i,8,0,1,39,1.0,1,probe
0,tcp,ftp_data,334,0,1,1,1.0,1,r2l
0,tcp,smtp,1247,330,2,1,0.5,0,normal
0,tcp,http,319,406,10,15,1.0,0,normal
0,tcp,smtp,1327,334,1,1,1.0,0,normal
0,tcp,http,306,2378,3,3,1.0,0,normal
0,tcp,http,226,1969,32,36,1.0,0,normal
